acceleration_x_mean,acceleration_x_std,acceleration_y_mean,acceleration_y_std,acceleration_z_mean,acceleration_z_std,gyro_x_mean,gyro_x_std,gyro_y_mean,gyro_y_std,gyro_z_mean,gyro_z_std,label_
0.73988,0.7554298425399939,0.23822,0.435353996191605,-0.31511999999999996,0.4396552933833505,-0.3957,0.7448936467711347,-0.74268,0.5751626483004612,0.1526599999999999,1.430487910819242,1.0
0.008400000000000001,0.019965971050765353,-0.000593411945678072,0.0014660765716752368,0.016600000000000004,0.0520983684965278,0.0006981317007977317,0.001245925507898874,-0.176,0.9834707926522271,0.00026179938779914935,0.0005985232540755365,2.0
-0.3112400000000001,0.0939481399496552,-0.92712,0.2486200856728997,-0.27034,0.1018326715745001,0.24154,1.3424109665076491,-0.26315999999999995,1.4933163037347446,-0.24216,1.5784514176876017,0.0
-1.9763400000000002,2.0127243981727854,0.9090799999999999,2.5417218577177167,0.5448799999999999,0.8974092054352908,0.4466800000000001,1.5485209724120628,0.17795999999999998,0.27830550299985085,-0.01345999999999998,2.952081865904129,1.0
0.29426,0.10899462372062213,-0.021220000000000017,0.6835682899315912,-0.9782799999999999,0.15571077997364216,0.17182000000000006,1.2429867887471693,-0.12408,0.12433946276223005,0.24184,1.3406234978546363,0.0
-0.007600000000000001,0.013440238093129154,0.013000000000000001,0.01512613632095123,-0.578,0.804,-0.0015707963267948967,0.0012459255078988742,0.0019198621771937623,0.0005985232540755365,-0.00022689280275926287,0.0,2.0
-0.31532,0.08335953454764489,-0.92772,0.2409474673035597,-0.29718,0.06607921004370437,0.3962,1.2585160646571023,0.03876000000000004,1.094177091699511,-0.33058000000000004,1.0331654112483637,0.0
-0.5793999999999999,0.8032002490039455,0.00026179938779914935,0.0005985232540755365,-0.01,0.015453155017665487,-0.0008377580409572782,0.0031291568100087217,0.006199999999999999,0.01828004376362376,0.00020943951023931948,0.0017955697622266096,2.0
0.15436,0.7551167048873969,0.29314,1.1992414156457407,-1.3919400000000002,1.7726690111241863,-0.0994,1.5908917577886938,-0.03976,0.12770406414832694,-0.5728199999999999,2.9109829485931384,1.0
-0.9513,0.1928968809148211,0.40005,0.931042421160282,0.336475,0.09429225401201663,0.29200000000000004,0.351012127045966,-0.238275,0.05650736677637702,0.7743,1.0587260111410632,0.0
-1.9945400000000002,2.198579865049255,0.13422,0.9413262383467276,-0.32032,0.5008681433271636,0.8629399999999999,1.6457367098050646,1.3724399999999999,2.22375274322484,0.6771800000000001,2.946734160388412,1.0
-0.19216666666666668,0.1158689058088206,-0.9075333333333334,0.15844107211620773,-0.2650666666666666,0.12953201663424116,0.5415333333333333,1.2763655445574098,-0.5511666666666667,1.2583776473433297,-0.3425,1.6755602078111071,0.0
-0.98404,0.18592933603925968,0.18138,0.8143326697363922,-0.18244000000000002,0.1066436261574033,0.20486000000000004,1.919423463699452,0.29508,0.04521556148053458,-0.2648800000000001,1.5762164895724189,0.0
-0.30538000000000004,0.1757378928973487,0.01653999999999991,2.381090500800001,-0.43008,0.194369588670656,-0.11975999999999995,1.5881700611080665,-1.08524,0.4077348562485185,0.7298600000000002,1.9600088438575989,0.0
-0.6292399999999999,0.8526728112236251,0.09448,0.509971555089105,-0.2387,0.2786128496677783,0.30116,1.3918460162676043,-0.12633999999999998,1.5724941774137036,0.73992,2.047733583013181,1.0
0.009600000000000001,0.009499473669630333,0.0014311699866353506,0.0029321531433504737,-0.17679999999999998,0.9845318481390027,1.7453292519943266e-05,0.0004886921905584122,-0.0022000000000000006,0.016690116836020053,-0.0013264502315156904,0.0038942359490227994,2.0
0.35541999999999996,0.11695831308632999,-0.9356399999999999,0.20401487200692006,-0.21516,0.14783099472032246,0.045639999999999986,1.2381319852907444,0.28212,0.4667034733104093,0.11290000000000006,2.1981325892675354,0.0
0.005399999999999999,0.017636326148038884,0.0,0.015697133496278867,0.2246,0.9851870076285009,-0.0010821041362364845,0.001545380396901616,0.00045378560551852573,0.0016572358482717434,1.745329251994329e-05,0.0009142593723308109,2.0
0.005,0.01940103090044444,-0.0038,0.01758863269273652,0.22520000000000007,0.9848582436066623,-0.0015707963267948967,0.0005985232540755367,0.0006981317007977317,0.0009773843811168245,0.0005061454830783555,0.0005985232540755365,2.0
0.33440000000000003,0.10018245854439788,-0.036600000000000014,0.6466992925618522,-1.04516,0.19086165932423413,0.6648799999999999,0.5489549544361539,-0.13177999999999998,0.11760483408431815,0.22394,1.6618528523909692,0.0
0.19774,0.07456945084952685,-0.9837600000000001,0.1738284297806317,-0.24492000000000005,0.14794859580273145,0.07839999999999997,1.4145150105248088,0.05922,0.5719271736856013,0.20906,1.1744703287014109,0.0
0.65746,0.7415728440281508,0.23362,0.916332285254645,-1.06582,1.0181443031319282,0.09395999999999996,1.3400975050346149,0.4046,1.0203252006100798,0.44904,3.1507820224509335,1.0
